,Generation id,Number of archives,Average fog amount for whole generation,Name of the individual,Fog density of failure version,Fog density of successful version,Average fog density of individual
0,0,1,0.1335442770996502,ind9,0.1585442770996502,0.10854427709965019,0.1335442770996502
1,1,3,0.11792821509502416,ind13,0.19920616090716542,0.09920616090716541,0.14920616090716543
2,1,3,0.11792821509502416,ind21,0.07603420727825683,0.06603420727825682,0.07103420727825682
3,1,3,0.11792821509502416,ind9,0.1585442770996502,0.10854427709965019,0.1335442770996502
4,2,4,0.12520674083432773,ind13,0.19920616090716542,0.09920616090716541,0.14920616090716543
5,2,4,0.12520674083432773,ind21,0.07603420727825683,0.06603420727825682,0.07103420727825682
6,2,4,0.12520674083432773,ind41,0.17204231805223846,0.12204231805223847,0.14704231805223847
7,2,4,0.12520674083432773,ind9,0.1585442770996502,0.10854427709965019,0.1335442770996502
8,3,4,0.12520674083432773,ind13,0.19920616090716542,0.09920616090716541,0.14920616090716543
9,3,4,0.12520674083432773,ind21,0.07603420727825683,0.06603420727825682,0.07103420727825682
10,3,4,0.12520674083432773,ind41,0.17204231805223846,0.12204231805223847,0.14704231805223847
11,3,4,0.12520674083432773,ind9,0.1585442770996502,0.10854427709965019,0.1335442770996502
12,4,4,0.12520674083432773,ind13,0.19920616090716542,0.09920616090716541,0.14920616090716543
13,4,4,0.12520674083432773,ind21,0.07603420727825683,0.06603420727825682,0.07103420727825682
14,4,4,0.12520674083432773,ind41,0.17204231805223846,0.12204231805223847,0.14704231805223847
15,4,4,0.12520674083432773,ind9,0.1585442770996502,0.10854427709965019,0.1335442770996502
16,5,5,0.11482125874820684,ind13,0.19920616090716542,0.09920616090716541,0.14920616090716543
17,5,5,0.11482125874820684,ind21,0.07603420727825683,0.06603420727825682,0.07103420727825682
18,5,5,0.11482125874820684,ind41,0.17204231805223846,0.12204231805223847,0.14704231805223847
19,5,5,0.11482125874820684,ind87,0.1132793304037232,0.033279330403723204,0.0732793304037232
20,5,5,0.11482125874820684,ind9,0.1585442770996502,0.10854427709965019,0.1335442770996502
21,6,5,0.11482125874820684,ind13,0.19920616090716542,0.09920616090716541,0.14920616090716543
22,6,5,0.11482125874820684,ind21,0.07603420727825683,0.06603420727825682,0.07103420727825682
23,6,5,0.11482125874820684,ind41,0.17204231805223846,0.12204231805223847,0.14704231805223847
24,6,5,0.11482125874820684,ind87,0.1132793304037232,0.033279330403723204,0.0732793304037232
25,6,5,0.11482125874820684,ind9,0.1585442770996502,0.10854427709965019,0.1335442770996502
26,7,5,0.11482125874820684,ind13,0.19920616090716542,0.09920616090716541,0.14920616090716543
27,7,5,0.11482125874820684,ind21,0.07603420727825683,0.06603420727825682,0.07103420727825682
28,7,5,0.11482125874820684,ind41,0.17204231805223846,0.12204231805223847,0.14704231805223847
29,7,5,0.11482125874820684,ind87,0.1132793304037232,0.033279330403723204,0.0732793304037232
30,7,5,0.11482125874820684,ind9,0.1585442770996502,0.10854427709965019,0.1335442770996502
31,8,5,0.11482125874820684,ind13,0.19920616090716542,0.09920616090716541,0.14920616090716543
32,8,5,0.11482125874820684,ind21,0.07603420727825683,0.06603420727825682,0.07103420727825682
33,8,5,0.11482125874820684,ind41,0.17204231805223846,0.12204231805223847,0.14704231805223847
34,8,5,0.11482125874820684,ind87,0.1132793304037232,0.033279330403723204,0.0732793304037232
35,8,5,0.11482125874820684,ind9,0.1585442770996502,0.10854427709965019,0.1335442770996502
36,9,6,0.12227935495455726,ind13,0.19920616090716542,0.09920616090716541,0.14920616090716543
37,9,6,0.12227935495455726,ind144,0.17456983598630943,0.1445698359863094,0.15956983598630942
38,9,6,0.12227935495455726,ind21,0.07603420727825683,0.06603420727825682,0.07103420727825682
39,9,6,0.12227935495455726,ind41,0.17204231805223846,0.12204231805223847,0.14704231805223847
40,9,6,0.12227935495455726,ind87,0.1132793304037232,0.033279330403723204,0.0732793304037232
41,9,6,0.12227935495455726,ind9,0.1585442770996502,0.10854427709965019,0.1335442770996502
